statusesCount,followersCount,favoritesCount,friendsCount,name,created,screenName,location,lang,id,followRequestSent
283,419,2,653,Ｉ&Ｏ,2014-08-02T05:46:57Z,aiandoo,NA,ja,2700073405,FALSE
10739,1225,3140,1425,✫ジョニー＆にゃー✫,2014-12-29T06:36:27Z,jyonyashiba0626,兵庫県 神戸市,ja,2949331314,FALSE
6390,45240,356,47524,窪内　真一,2010-03-17T09:42:43Z,kumoshin,奈良県生駒郡,ja,123823984,FALSE
68605,2502,212841,3783,mau_mau,2008-09-14T08:33:38Z,mau_mau,"Kansai, JPN",ja,16281399,FALSE
94,302,1,468,LiveMapデンタル,2011-03-09T04:36:38Z,livemap_dental,東京,ja,262993482,FALSE
2148,230,23,246,さ＜＞ち,2012-01-31T14:50:41Z,ChaCkCy,NA,ja,479579230,FALSE
39,61,2,571,Info Ops,2010-08-09T09:40:50Z,BettyFerrellb72,Indianapolis,en,176360786,FALSE
1409,5989,82,4715,Shin-ichiro,2011-05-04T03:50:24Z,shin_saab93,日本,ja,292728223,FALSE
3645,8197,0,7966,アプリ紹介,2014-08-13T01:12:16Z,appapp_god,NA,ja,2728047902,FALSE
94,379,2,1984,Rhonda Petties,2011-02-05T07:45:12Z,Perkinsfungrl,Texas,en,247650601,FALSE
19692,8067,53,9113,tarajpn,2012-12-01T03:21:58Z,tarajpn,NA,ja,981740461,FALSE
0,12,2,1414,Estefania Pérez,2015-02-17T17:06:02Z,estefan00137534,NA,en,3043000185,FALSE
4113,58512,56,59571,이강민,2011-08-16T12:48:18Z,lkjhljs,아시아,ko,356161635,FALSE
106280,6646,44041,7281,yukio,2014-10-28T18:00:37Z,ReaperYm,yokohama,ja,2881045182,FALSE
81688,13339,1394,12511,Karen Thorne,2009-01-25T15:03:52Z,HoptonHouseBnB,Shropshire,en,19490740,FALSE
12254,18386,0,18415,ひとしネットビジネス800万相互フォロー,2012-03-20T01:52:14Z,hitoshi200man,千葉県,ja,530817392,FALSE
1528,1002,2369,1184,Sarah Rosenblum,2013-11-05T05:48:12Z,Bloom_Culture,"Miami, FL",en,2169048735,FALSE
16,114,156,707,古山芳和,2015-12-04T02:17:52Z,z9TVQiyk,新潟県 新潟市 中央区,en,4448198233,FALSE
9,21937,0,22479,麻利亜,2015-01-13T11:13:32Z,WalterStalter13,NA,ja,2979334572,FALSE
5041,23573,6349,20607,PeekYou,2007-08-01T13:32:30Z,peekyou,"New York, NY",en,7880822,FALSE
14338,14011,12154,15334,れっどゴルゴ＠Anti-fascism,2013-05-21T06:28:11Z,RedGolgo,NA,ja,1445594592,FALSE
75,644,12,815,ぱんだ@竜党,2014-07-27T05:19:20Z,panda46961,NA,ja,2684204432,FALSE
69632,226674,872,37648,❣مها❣,2015-04-10T18:06:48Z,im3nod14,تبادل ٥/٥,en,3154139181,FALSE
6959,2401,78,2398,たくろう⊿,2011-02-17T15:58:14Z,takuro88,静岡県浜松市,ja,253606168,FALSE
2,542,0,593,東京パーティー☆イベント通信,2013-04-06T20:54:40Z,PartyEvent5,東京都渋谷、表参道、銀座、六本木、新宿、池袋、横浜,ja,1332485563,FALSE
7053,5627,383,2015,Jamie L. Melton,2011-03-28T11:17:24Z,MrJamieMelton,USA,en,273376463,FALSE
19431,6076,0,6777,TaftBook Business,2011-04-19T05:25:39Z,TaftBook,NA,en,284381281,FALSE
1445,12088,21,12160,LondonLover,2012-11-15T16:28:57Z,londonwithkids,London,en,950044160,FALSE
9022,12272,0,13205,相互フォロー支援アカウント,2014-09-13T13:58:35Z,kamabokoa03,NA,ja,2807508276,FALSE
44852,3705,42417,4973,華那,2011-03-11T18:24:57Z,flower0603,日本  Japan,ja,264323996,FALSE
3285,1032,0,836,Andhika Satya,2009-04-14T14:33:16Z,andhikapramana2,Jakarta,en,31134374,FALSE
356,82,4,27,Stack That,2013-12-12T20:00:57Z,FineStreetFood,Cape Town,de,2222088075,FALSE
70,131,0,160,心に響く言葉集,2014-08-27T11:06:27Z,akane_akanechan,NA,ja,2752439141,FALSE
18,47,51,1088,Sally Klag,2009-03-18T21:49:49Z,msklag,NA,en,25163919,FALSE
311,448,0,1668,SeamsoCambridge,2014-08-26T02:05:03Z,SeamsoCambridge,Cambridge,en,2768862985,FALSE
188131,2067,219499,937,かのん,2014-03-12T13:26:39Z,glay5290,NA,ja,2385261115,FALSE
150,348,0,431,Hearing Loop,2015-12-05T10:14:52Z,hearingloopsuk,"England, United Kingdom",en-GB,4381987888,FALSE
3009,908,22,1141,Gareth Hodson,2011-06-12T19:29:12Z,GJHodson,Bromsgrove,en,315989502,FALSE
7898,5775,131414,5103,マーガリン,2015-04-30T08:40:13Z,Margarine_deemo,常に眠いです,ja,3180418363,FALSE
1834,22469,0,22697,美味しい名古屋空港,2012-12-05T00:03:02Z,nagoyakuukou,名古屋空港周辺,ja,989824434,FALSE
2551,102165,239,100785,在津吾朗,2009-08-21T03:01:02Z,Emil563,福岡県太宰府市,ja,67506035,FALSE
2220,420,1778,586,高橋明雄,2011-11-20T09:00:24Z,saitamatosima,埼玉県幸手,ja,416913600,FALSE
75890,13188,26627,11062,Donna McTaggart,2009-01-05T15:55:28Z,donnamct,"Calgary, Alberta, Canada",en,18635065,FALSE
12137,1480,1640,1350,chewybrownie,2009-06-10T01:01:29Z,chewy_brownie,アメリカ合衆国、フロリダ州,ja,45996811,FALSE
5866,4925,897,2004,Agnes Evren,2012-03-18T14:28:49Z,AgnesEvren,Paris,fr,528558611,FALSE
289,542,1036,1864,vilma gomes souza,2014-06-01T19:28:25Z,012Vima,NA,pt,2540209826,FALSE
1793,636,1,922,渡辺明貢,2013-01-26T04:48:39Z,a_awatanabe,NA,ja,1120975454,FALSE
5187,11019,144,12065,BFE Fashion,2012-04-24T03:09:02Z,BFEfashion,Merewether,en,561683359,FALSE
1618,9226,1,9786,Ульяна Мазова,2013-10-02T04:49:15Z,mazova2,нирвана,ru,1925665826,FALSE
954,67643,2928,53330,uBeogradu,2012-12-19T02:55:10Z,uBeogradu,Belgrade // Serbia,en,1021179800,FALSE
382,1139,60,2574,dennis birch salons,2014-06-04T12:34:28Z,db_salons,Wolverhampton,en,2546007162,FALSE
942,448,66,815,USE YOUR SPACE D & B,2013-06-10T11:39:00Z,useyourspace_uk,solihull,en,1498047768,FALSE
43907,191050,103,51536,The_OnE_Eng,2011-05-14T23:53:37Z,one_eng,NA,en,298803662,FALSE
220,67,2,995,Chub Williams,2009-08-23T22:48:42Z,bobbybob4,NA,en,68257251,FALSE
15363,1233,4543,755,azarashi73,2009-12-20T03:31:38Z,azarashi73,"台北市, 台灣",ja,98039307,FALSE
13,2,15,55,zaim razan,2010-10-29T07:23:28Z,zazarazan,NA,en,209465505,FALSE
744,5841,0,6215,栃木県の高校＠相互フォロー,2014-07-08T06:36:07Z,tocsch,栃木県,ja,2611165316,FALSE
8683,2166,0,2282,お助けbot,2014-09-11T12:51:35Z,otasukebot_,NA,ja,2803610532,FALSE
1221,1415,0,1720,follow_jp,2012-12-12T23:02:52Z,follow_alljp,NA,ja,1007517271,FALSE
2503,986,167,1926,jpnsakura2さくらどす,2012-08-20T11:53:56Z,jpnsakura2,NA,ja,769382082,FALSE
24440,3316,5647,1965,Marci Warhaft-Nadler,2010-10-21T18:40:32Z,Fit_vs_Fiction,Toronto,en,205845020,FALSE
0,28,0,1866,WANDSの歌詞,2016-04-10T18:20:18Z,D_wanss,NA,ja,719228530089811968,FALSE
22,288,27,568,FreelanderSoul,2014-08-27T20:55:32Z,Food_Phoenix_60,NA,en,2752798311,FALSE
7048,22,0,4839,Melanie Novosel,2015-08-23T20:17:15Z,MelanieNovosel1,NA,en,3437163437,FALSE
3993,444,355,340,ぽこのすけ＊。,2013-05-28T14:24:10Z,poco753,NA,ja,1464832627,FALSE
4133,13618,0,12583,接待にGOOD！東京の激安キャバクラ,2011-02-24T20:03:25Z,fooshopfoopbiz,東京・鶯谷,ja,257129426,FALSE
18,6,66,4878,Михаил Петров,2012-12-25T13:01:58Z,misha280502,NA,ru,1034763307,FALSE
230,2201,8,2365,のりぐま,2013-07-21T09:56:37Z,nori_guma,NA,ja,1610172408,FALSE
1425,1318,0,925,一目おかれる女性のための名言集,2014-03-31T09:02:17Z,josei_meigen1,NA,ja,2420250344,FALSE
99,126,0,1354,kemal yener,2011-04-13T22:42:30Z,kemalyener,Turkish,en,281761571,FALSE
355,31,0,45,神田愛子,2014-02-06T05:07:19Z,uw03hr15,NA,ja,2329768850,FALSE
46,16990,0,19079,Leaf,2011-07-28T23:19:01Z,live_leaf,NA,ja,344361024,FALSE
246522,7406,0,6871,のんちゃんミニ,2010-07-12T06:09:02Z,nonbey_min_bot,山口県,ja,165665719,FALSE
0,2,0,342,NadrMorelli,2012-11-04T06:45:26Z,NadrMorelli,NA,en,924798366,FALSE
1203,131,631,123,海夢,2015-02-23T02:43:29Z,Ms6B7GjEAbQCtja,NA,ja,3037172238,FALSE
81,143,33,584,zikhona Zee kolisi,2014-09-30T14:31:30Z,KolisiZikhona,East London,en,2794917167,FALSE
33528,940,1010,1283,元ラボ土方,2010-05-19T10:03:04Z,higulife9,家,ja,145586961,FALSE
268,377,243,1307,Sean Roberts,2010-07-06T17:04:13Z,seanroberts23,"Clydebank ,Mt. Laurel ,Corfu",en,163528331,FALSE
19,14,6,869,alison,2013-01-11T20:02:15Z,prat_alison,NA,fr,1080792145,FALSE
5,66,0,137,★☆LOVE&PEACE☆★027,2015-07-05T22:38:43Z,ykkth027,NA,ja,3269428826,FALSE
1332,490,0,766,Marluce Neto,2014-08-22T15:31:57Z,MarluceNeto,NA,pt,2755350698,FALSE
3174,338,31,422,ミッチャン☆,2010-01-28T07:52:15Z,himiko_japan,NA,ja,109196768,FALSE
21,2333,4,2738,Chandra Mccarthy,2015-04-29T06:45:49Z,raymunddemone,"Kells,	Co Meath 	Ireland",en,3220767424,FALSE
2,48,0,127,fadia,2014-10-20T18:10:57Z,Faddddia,NA,ar,2867907235,FALSE
8371,2073,0,2175,misaki,2013-05-30T04:37:05Z,misakiuiocbn,NA,ja,1468949665,FALSE
457,74,4,366,Shtefan hgty,2011-02-08T06:06:16Z,Shtefanfx,NA,en,249028154,FALSE
1183,2154,0,2366,サロンひでお@相互フォロー,2013-09-14T13:46:47Z,HideoSalon,NA,ja,1863850572,FALSE
8842,11451,58,11693,岩井 健,2010-03-10T03:51:20Z,OgamiDaigoroh,おうち:大阪 おしごと:神戸,ja,121639760,FALSE
6920,130,647,167,北山新之佑,2013-11-04T04:37:58Z,bajac_s,NA,ja,2173319198,FALSE
332,5174,2,5351,UGI旭町＠相互フォロー100％,2013-10-01T06:12:51Z,asahi0835,NA,ja,1922477803,FALSE
1267,651,10,1557,Spartak Lysenko,2010-04-06T22:03:01Z,sparta777,Europe,en,130289633,FALSE
229,432,0,383,☆美容への道☆,2014-08-12T05:43:26Z,beauty_road,NA,ja,2725480578,FALSE
123051,10331,865,11073,John Neo,2010-02-28T10:27:32Z,Johnneosan,東京⇔海外　最近は海外駐在員,en,118338495,FALSE
63,31975,1,31429,山崎 順子,2013-01-01T05:47:20Z,junko_yamasaki,NA,ja,1051904100,FALSE
19,120,0,318,bayviewrug gallery,2014-08-12T07:25:43Z,bayviewrug,NA,en,2725631324,FALSE
193,47,733,366,thomaslyons,2012-05-09T00:14:23Z,TLyons59,NA,en,574896659,FALSE
68880,120465,1823,113581,Mike Whitmore,2009-02-05T21:51:22Z,mikewhitmore,"Seattle, WA",en,20192882,FALSE
7,3,0,940,peter chaguma,2011-02-03T13:23:52Z,chagzpets,NA,en,246784835,FALSE
1920,91,7,166,しゅーへい,2012-06-12T06:32:37Z,yamashu0615,NA,ja,606080168,FALSE
184,215,0,269,草野球エース,2014-11-23T06:03:57Z,kusayakyu5,NA,ja,2907816980,FALSE
3351,2259,65179,1991,かずきち,2014-05-08T02:53:09Z,ikaros_0101,NA,ja,2483095453,FALSE
4717,1106,229,1067,ChalmersConstruction,2010-01-14T16:59:12Z,ChalmersConstr,Marietta GA,en,104866210,FALSE
61022,2748729,3239,804721,عمر الملحم,2012-02-07T20:52:39Z,Omar_Almulhem,Saudi Arabia,en,486023178,FALSE
3,34,0,311,Lungile,2014-07-07T15:00:42Z,lungilezembe,NA,en,2683597029,FALSE
4609,58928,19,63968,ラスタバナナ,2010-01-19T07:39:27Z,rastabanana,日本,ja,106345387,FALSE
1006,3274,1,12816,SquashHost,2011-06-02T05:40:12Z,iluvomotuo,"New Jersey, USA",en,309495947,FALSE
428,660,159,1190,Amir Talakoub,2013-03-05T19:24:20Z,atalakoub,"Austin, TX via Boston, MA",en,1244436396,FALSE
16,11,0,2096,Way Out of Town Trio,2009-07-26T13:46:25Z,wayoutoftown,EUROPE/PUERTO RICO/IRELAND/USA,en,60307301,FALSE
1,7,1,919,Rachbylka,2014-01-11T17:28:45Z,rachbylka,NA,fr,2275201995,FALSE
64,273,9,332,darma26,2011-10-05T05:55:34Z,darma2600,NA,ja,385270142,FALSE
183,447,76,519,Hurll Nu-Way Pty Ltd,2015-10-12T04:42:05Z,HurllNuWay,australia,en,3865901420,FALSE
14092,16540,6,16873,たほらんけ,2012-01-19T01:10:48Z,yshigeguru,海の底,ja,467955573,FALSE
0,1,0,272,joy_joy,2009-08-05T19:04:37Z,joy_joyjung,NA,en,63222956,FALSE
1373,50008,0,48412,TOP QOUTES,2014-08-09T06:37:45Z,live_love_hurt,United States,en,2718762098,FALSE
36,17574,8,4990,Ryoji,2013-03-01T12:26:02Z,businessinfo0,NA,ja,1229707394,FALSE
7461,420,6816,486,ゆう,2015-08-11T03:50:13Z,y__ccm,大阪,ja,3312097459,FALSE
80,713,0,1799,andreeva nina,2012-12-21T07:25:16Z,Nina85Andreeva,NA,ru,1025872459,FALSE
104,409,63,658,DeerDesign,2015-12-01T23:03:17Z,DeerDesign,✈︎,en,4344469877,FALSE
156,122,21,322,Sicelo Mziyako,2014-07-16T11:34:41Z,Cream_DonnaDj,MP»»Nelspruit»»Luphisa 29 East,en,2714290277,FALSE
8810,786,3482,1444,Joe Smith,2014-09-09T22:29:51Z,joesmithsoul,NA,en-gb,2800623816,FALSE
62140,1903,47070,1646,❤月の天使エリミエル,2013-07-23T02:05:37Z,kaoru_mom,NA,ja,1614099480,FALSE
19,22,1,727,thanh_hai93,2013-12-15T17:06:44Z,thanh_hai93,NA,en,2247492672,FALSE
33,11,1,1821,Natalia Gonzalez,2010-02-28T03:37:31Z,nataliag_1103,Medellín,es,118265266,FALSE
2368,187,5093,156,シュジエル,2016-03-15T23:17:31Z,nHy108TUAwurRIV,NA,ja,709881239486881792,FALSE
7,14,1,450,Mathias Poedts,2012-09-04T08:11:27Z,MathiasPoedts,België,nl,802022478,FALSE
13631,24465,20828,26716,四街道非公認よつどうくんbyおでん,2012-06-08T06:10:59Z,oden0713,洒落乙なLINEスタンプッスゥ↓,ja,602512882,FALSE
6838,52406,9633,46306,Michael Givens,2010-09-24T17:32:49Z,MGivensDirector,The Sunny South & Beyond,en,194656226,FALSE
202,223,21,1135,Евгений Ожогин,2013-01-14T09:05:57Z,EvgeniOjogin,Москва,en,1088481805,FALSE
68611,331077,350,334907,リタプラス香芝,2007-05-16T23:42:05Z,kumax,奈良 奈良市,ja,6092962,FALSE
5269,45986,210,51829,linda l zanini,2013-03-12T05:40:28Z,linda6096,california,en,1261217605,FALSE
33742,1653,0,2321,☆かれん☆,2012-12-05T08:21:16Z,karen_duini,NA,ja,990483301,FALSE
1778,873,3078,4971,Shelby Poitra,2015-05-01T01:25:27Z,shelby_poitra,NA,en,3225728908,FALSE
123645,1759,0,2035,クボちゃん,2012-09-18T10:15:53Z,og2oqwhe,NA,ja,830740266,FALSE
256,11580,0,12280,Veritas Liberabit,2014-02-27T06:21:19Z,VeritasLiberabV,NA,ja,2363732658,FALSE
16107,225609,27,250989,socialfriend,2010-06-28T01:49:07Z,socialfriend_,....,ko,160389629,FALSE
82,153,0,312,孤独の狼,2013-02-03T08:28:33Z,KODOKUwolf,NA,ja,1144568670,FALSE
66496,3812,0,4165,ＳＰＳ,2011-03-29T04:48:49Z,sps_royd,NA,ja,273787206,FALSE
190,2729,0,3304,しし座【占い師の助言 星座占い】,2015-03-09T03:02:04Z,ura_sisi,日本,ja,3069021625,FALSE
9618,1548,0,1543,TeNQ情報館,2014-09-13T13:38:22Z,TeNQ_Info,NA,ja,2807543299,FALSE
48,31,0,95,Edinaldo Santos,2014-11-30T22:33:39Z,edpicolino1,NA,pt,2899826985,FALSE
3,76,2,478,Selby Ali,2014-07-24T02:54:04Z,SelbyAli,NA,en,2722541253,FALSE
0,1,0,374,ivan,2014-01-03T09:39:53Z,_ivan_slavov_,NA,en,2259742311,FALSE
2694,432,4650,782,Hina,2012-11-19T17:40:38Z,x777hnkx,Japan,ja,957968400,FALSE
2768,116,671,392,Whitney Yates,2012-10-03T00:44:06Z,WhitneyY8S,"Hudson, WI",en,858944952,FALSE
4,18,1,4893,suraj patil,2011-11-06T14:42:32Z,surajpatil10,NA,en,406304908,FALSE
18047,16666,819,18111,Kim,2011-01-05T07:29:14Z,KimAnnCarter,"Tampa, Florida",en,234275989,FALSE
132,268,5,2138,大良大成,2014-07-06T11:48:39Z,mfdty555,NA,ja,2607319962,FALSE
237,493,0,628,ゆう,2012-05-26T04:13:56Z,mxy0727,NA,ja,590585425,FALSE
222081,301072,2150,289688,Mother Rose,2011-06-01T10:50:56Z,MotherRose1,NA,en,308997977,FALSE
1733,178,2,446,僕が僕であるために,2013-10-28T12:09:32Z,last0160,NA,ja,2160782005,FALSE
3,238,0,1161,rozina akter,2010-10-26T12:54:23Z,rozibd,NA,en,208000038,FALSE
3192,105881,523,39175,Dam Son,2012-03-07T18:03:24Z,Rederizer,"Vancouver, British Columbia",en,517808570,FALSE
4296,10402,241,11436,In And Near,2012-10-11T20:42:12Z,InAndNear,UK,en,874290420,FALSE
16463,87122,31,86909,Peter Schmitt,2009-01-22T15:10:08Z,schmitt_it,"Bergisch Gladbach, Cologne",de,19341833,FALSE
9255,3107,1,3460,モンダミン,2010-02-14T02:48:34Z,monnrow,秋田県,ja,114085317,FALSE
7688,41680,30229,38560,ゆーちん,2015-04-05T03:07:39Z,NIPPON_NO_OTOME,NA,ja,3139722853,FALSE
646,368,0,1496,細野豪志,2013-11-13T22:58:20Z,muxyqixoboba,愛媛,en,2193084588,FALSE
538,874,61,1148,LightSeedsZERO,2011-03-16T11:19:40Z,youzen65,東京都,en,267127314,FALSE
98,109,64,127,Jacqueline Mothibi,2011-06-27T12:51:24Z,jacqueline850,Vosloorus,en,324920416,FALSE
3173,43,20,72,黒田あゆみ,2011-02-25T11:25:40Z,mikky2002,NA,ja,257420609,FALSE
3206,4635,1,4086,華麗なる美ボディ術,2012-12-03T11:51:21Z,utsukushiki_bs,NA,ja,986482477,FALSE
103,5,0,593,Minesh Mamrawala,2015-02-21T05:05:56Z,minesh_138,NA,en,3033949604,FALSE
934,3682,1006,3734,Stuart Brocklehurst,2009-07-11T15:48:45Z,Lossky,NA,en,55857912,FALSE
30081,2047,9,1964,GhostAccount@相互支援,2013-11-15T03:04:15Z,tw031gt,真夜中,ja,2195271114,FALSE
1538,1877,2,1874,きょうい,2013-04-10T08:44:47Z,sinanidakyoui,日本,ja,1341395929,FALSE
29165,57463,57430,45324,れえる,2014-09-24T23:34:02Z,xre1u_,JAPAN,ja,2830724857,FALSE
22935,362817,248,384330,Fadi Zaghmout,2008-10-28T09:00:19Z,FadiZaghmout,Dubai,en,17018005,FALSE
535686,1202,0,1985,Great Deal Ever,2012-04-20T15:21:53Z,GreatDealEver,NA,en,558800766,FALSE
924,731,0,1537,夜景大好き,2015-03-31T09:36:22Z,yakei_mynt,NA,ja,3119721260,FALSE
542,1061,21,1768,足代太郎,2010-08-25T07:50:08Z,manasasu,太平洋の孤島,ja,182731596,FALSE
0,3,0,850,Eduard Zingis,2014-07-22T14:17:54Z,ezingis,NA,en,2669527548,FALSE
653,3680,0,3635,新潟県のゴルフ場@相互フォロー,2014-12-21T01:34:15Z,niigatagcj,新潟県,ja,2937610220,FALSE
1271,8468,345,11633,Tommm,2014-03-01T18:32:14Z,_TommmS,NA,en-gb,2367443610,FALSE
323,523,168,959,一般社団法人 日本女性起業支援協会,2015-08-16T07:53:18Z,josei_kigyou,新潟県 新潟市 中央区紫竹山6-3-12,ja,3316643876,FALSE
18,816,3,924,カラオケ90点越え量産プログラム,2015-08-06T05:19:33Z,karaoke_ryosan,NA,ja,3307549021,FALSE
13673,12564,86,12801,いちはらかつひこ,2009-12-14T03:41:19Z,flamingo0608,大分県/大分市,ja,96686487,FALSE
442502,14604,2075,14476,あおちん,2012-08-01T14:04:53Z,aochin_6,稲城長沼,ja,730747092,FALSE
4970,9065,803,9514,もすと,2015-05-02T01:06:56Z,Angelerator_o7,死後の世界の学園都市,ja,3182260574,FALSE
7671,72129,34,82522,منتـــــصر الراسبــي,2011-11-23T20:18:28Z,AFTK00,NA,en,419802714,FALSE
15,14,2,56,segametsi seabonyane,2013-03-11T17:58:52Z,seabonyane,Botswana,en,1260061465,FALSE
46,149,0,1616,najibsexy,2011-04-18T18:06:35Z,najibsexy,lahore,en,284138330,FALSE
3913,15603,909,15910,Tony HitchinTV,2013-02-26T21:31:13Z,TonyHitchinTV,Hertfordshire,en,1223010289,FALSE
2203,45,456,193,のんたろう,2011-10-25T16:55:49Z,marukome63,千葉県,ja,398145014,FALSE
0,5,0,833,francesco fogliano,2012-11-27T20:57:37Z,francescoSF87,NA,it,974688354,FALSE
1492,11231,2,12357,Kanako,2015-12-13T08:32:58Z,KANA655434821,NA,ja,4468371557,FALSE
18967,8090,1837,8742,ミケツカミ＠相互 ネットで収入を得る方法,2014-10-03T22:43:35Z,make102564,NA,ja,2839451011,FALSE
328,977,216,2167,Ankit Mhatre ❤️ MUFC,2014-01-25T19:10:34Z,AnkitMhatre9,"Panvel, Navi Mumbai, India",en,2310571831,FALSE
34030,28938,31,18664,Erasmo Pereira,2011-07-09T00:04:30Z,ErasmoPereira_,Lisboa,pt,331948910,FALSE
0,3594,0,4104,zassou21,2012-01-20T20:59:54Z,zassou211,NA,ja,469658992,FALSE
283,199,0,1651,The Definity,2011-12-08T04:38:30Z,TheDefinity,Everywhere!,en,431316642,FALSE
81,10044,64,10039,秋♡狐,2011-12-21T07:41:37Z,akiyama_chiyo,tokyo,ja,442575938,FALSE
828,515,77,720,InQuartic,2014-05-06T07:46:22Z,InQuartic,"Derby, England",en,2479442222,FALSE
11275,13569,252,14981,南條弘幸＠現代に生きる知恵,2009-09-06T16:13:56Z,hiroyukinanjyo,渋谷･中央林間･広島尾道（大元神社）,ja,72065651,FALSE
0,1166,0,1308,相互フォロー 100%フォロー返し,2014-08-08T09:33:09Z,uqujiriuno,NA,ja,2737107106,FALSE
1525,231,230,857,Jeffrey Betts,2010-08-03T04:07:00Z,jeffreybetts,New York,en,174117657,FALSE
201,92,222,203,Stephen Dillon,2015-02-05T23:05:32Z,StephenDillon15,South of Halifax Nova Scotia,en,3020633349,FALSE
6753,653,20746,827,♡あみ♡,2014-07-20T02:32:23Z,ACrescent910,NA,ja,2661352404,FALSE
0,6,0,675,Комиссарова Юлия,2013-05-10T04:49:38Z,noya1980,NA,ru,1417184906,FALSE
494,27,181,72,TomSawyer@かをタ★,2013-10-19T01:02:38Z,Moji_Sto,NA,ja,1969895394,FALSE
194,160,16,822,Ismail Karolia,2011-04-14T15:03:10Z,ISmAiLKaRoLiA,NA,en,282099908,FALSE
120,17230,15,13664,りょうま,2015-11-06T16:47:01Z,Ryoma8742525,NA,ja,4148020033,FALSE
111792,19897,54896,9297,ささけん君,2012-12-09T17:28:35Z,0S_K0,しんがぽーる！,ja,999737172,FALSE
57,2423,0,463,恋愛bot,2012-06-05T11:55:52Z,kamikazeeeebot,NA,ja,600049856,FALSE
36,1054,1,1497,MLG,2009-06-02T00:24:51Z,MLGNews,NA,en,44014169,FALSE
0,4,0,583,erwin ewexs,2011-01-05T18:34:19Z,ewexs,NA,en,234463302,FALSE
10,34,1,64,Marc Bonnamour,2012-04-22T17:16:14Z,mbonnamour,NA,fr,560443262,FALSE
700,6866,378,5738,まるまる,2010-08-23T04:47:18Z,inamegu3,NA,ja,181835243,FALSE
2426,7942,1382,7736,タカピー,2014-08-22T07:49:10Z,MonoTakap,NA,ja,2754242184,FALSE
1736,4905,343,5367,甲子園1985,2011-03-22T06:22:56Z,koushien1985,関西州,en,270218482,FALSE
1885,1708,1032,3173,Andrew Hamilton,2012-12-26T21:10:18Z,AndyHamilton311,"Boston, Ma",en,1038077978,FALSE
569,691,0,1082,癒しの動物画像,2015-01-02T23:21:45Z,healing_animo,NA,ja,2956608019,FALSE
968,2055,1,2149,東京メンズエステTUKINOHANA,2012-01-31T17:18:16Z,cncs74mm4,東京都港区赤坂3-10-6森田八洲ビル3F,ja,479690404,FALSE
7235,1578,10,1633,الحب من الله ولله,2012-08-20T21:20:21Z,ssmm011,NA,ar,770248004,FALSE
980,3784,217,2674,AclassLove,2013-06-25T12:03:44Z,Aclass_Elen,　,ja,1545590713,FALSE
0,43,0,104,POKE,2014-10-31T12:16:17Z,lmakatesi52,NA,en,2885021551,FALSE
298,369,106,1202,fayansci,2015-08-16T21:30:29Z,alibektas16,NA,tr,3426713871,FALSE
150,151,0,342,Roxana Montez,2014-09-30T16:28:49Z,roxmmnt,NA,es,2795426375,FALSE
68,22,40,891,killme3999,2011-02-12T02:14:02Z,love39999,NA,en,250914574,FALSE
11931,6378,1114,6174,Heather MacLean,2008-09-18T20:54:02Z,MacLeanHeather,"Fredericton, NB",en,16353061,FALSE
63,343,41,1235,Busisiwe Sithole,2014-10-27T16:36:32Z,busiesithole087,"Newcastle,KwaZuluNatal,SA",en,2846930999,FALSE
178507,71368,1465,69581,yuji,2010-09-16T05:17:37Z,yujiogawa425,TOKYO  JAPAN,ja,191332250,FALSE
53,614,28,543,クレジッター☆Yuhko,2012-08-27T22:13:18Z,credittor,NA,ja,785597749,FALSE
11,3425,0,4242,VickiedRobergedq,2011-12-24T10:19:55Z,VickiedRoberged,Burneyville,en,445386388,FALSE
24299,3132,1,3148,カイジ名言BOT,2013-12-20T01:57:59Z,BOT14031730,NA,ja,2254327681,FALSE
51,15,7,1827,antonio de la torre,2010-06-08T17:36:16Z,santana_antonio,NA,es,153480775,FALSE
14579,36789,91,33243,Fabio Degregori,2010-11-11T01:52:52Z,M87galaxy,NA,en,214296365,FALSE
1771,219,1,145,Shawn@相互フォロー支援,2013-10-23T04:19:16Z,law_1817,NA,ja,2150215062,FALSE
12302,198677,84,167240,百点チキン,2009-11-14T15:56:51Z,Manforstorm,Japan,ja,89962495,FALSE
708,6898,62,7503,TOSHIBO@337,2011-07-01T02:12:56Z,toshi3371,NA,ja,327141799,FALSE
0,14,0,138,くろみつ,2014-07-10T09:09:56Z,hiro19951211,NA,ja,2615146099,FALSE
2,9,0,703,Hechler Mathias,2011-11-02T01:11:18Z,oghechler,NA,de,403103992,FALSE
4,19,6,2760,복돌이,2011-10-21T03:03:11Z,lbs9701,NA,ko,395080571,FALSE
8,9,28,110,Bill Taylor,2015-03-16T15:58:11Z,infrabill,NA,en,3089998296,FALSE
7,2,1,710,matipedza zunduna,2012-09-10T11:29:00Z,MatipedzaZ,NA,en,815032051,FALSE
1,15,0,143,Gabriel  Galaviz,2010-12-10T04:46:59Z,11GALAVIZ11,NA,en,224904753,FALSE
58,29,27,915,El Coco,2014-09-28T23:49:15Z,ChoyaDeCoco,"Córdoba,Veracruz",es,2790269782,FALSE
8954,909,2,951,春雨＠しっかり護衛しないと,2011-07-14T16:57:03Z,DD205Harusame,舞鶴工廠,ja,335409105,FALSE
